"","Sample_ID","Date_Time","Altitude","GPS_acc","Site","Collected","Species","Easting","Northing","optional"
"1","Cleared0001",2016-06-04 15:15:00,538.9,2.9,"9A1","yes","moose",570345.383446107,4847943.0023324,TRUE
"2","Cleared0002",2016-06-04 15:28:00,557.4,1.2,"9A1","yes","moose",570321.828961536,4847887.21545959,TRUE
"3","Cleared0003",2016-06-04 15:33:00,552.8,1.1,"9A1","yes","moose",570313.313221955,4847931.55617503,TRUE
"4","Cleared0004",2016-06-04 15:37:00,547.5,1.3,"9A1","yes","moose",570313.430426124,4847920.44976532,TRUE
"5","Cleared0005",2016-06-04 15:47:00,538.2,1.2,"9A1","yes","moose",570296.985125588,4847953.59917955,TRUE
"6","Cleared0006",2016-06-04 15:52:00,538.8,1.2,"9A1","yes","moose",570297.102303357,4847942.49276949,TRUE
"7","Cleared0007",2016-06-04 16:00:00,541,1.1,"9A1","yes","moose",570329.289731819,4847942.83243922,TRUE
"8","Cleared0008",2016-06-04 17:11:00,536.7,1.2,"9A1","yes","moose",570046.131816587,4848084.24894246,TRUE
"9","Cleared0009",2016-06-04 17:17:00,547.5,1.2,"9A1","yes","moose",570029.921713953,4848095.18618031,TRUE
"10","Cleared0010",2016-06-04 17:24:00,530,0.9,"9A1","yes","moose",569981.991671748,4848061.35965523,TRUE
"11","Cleared0011",2016-06-04 17:24:00,530.8,0.9,"9A1","yes","moose",569981.875014821,4848072.46606688,TRUE
"12","Cleared0012",2016-06-04 18:10:00,585,1.4,"9A1","yes","moose",569762.381340306,4847514.78301241,TRUE
"13","Cleared0013",2016-06-07 13:23:00,494.9,1.5,"10A2","yes","moose",574193.10401365,4870156.29092131,TRUE
"14","Cleared0014",2016-06-15 08:34:00,543.5,0.9,"12B2","no","moose",584257.968548405,4943975.78081397,TRUE
"15","Cleared0015",2016-06-15 08:41:00,541,0.9,"12B2","no","moose",584257.823782466,4943986.88887841,TRUE
"16","Cleared0016",2016-06-15 08:45:00,545,1.4,"12B2","no","moose",584250.038373896,4943975.67746887,TRUE
"17","Cleared0017",2016-06-15 08:51:00,546.3,0.9,"12B2","no","moose",584257.534249812,4944009.10500786,TRUE
"18","Cleared0018",2016-06-15 09:05:00,547,1,"12B2","no","moose",584138.726807855,4943996.44778786,TRUE
"19","Cleared0019",2016-06-15 09:12:00,535.4,1.2,"12B2","no","moose",584130.073916059,4944051.88491425,TRUE
"20","Cleared0020",2016-06-15 09:13:00,538.6,1,"12B2","no","moose",584122.143837005,4944051.78172478,TRUE
"21","Cleared0021",2016-06-15 09:19:00,548.6,1,"12B2","no","moose",584106.283678907,4944051.57537502,TRUE
"22","Cleared0022",2016-06-15 09:25:00,547.4,1,"12B2","no","moose",584065.766635868,4944117.70806755,TRUE
"23","Cleared0023",2016-06-15 09:28:00,548.6,1.8,"12B2","no","moose",584073.696633126,4944117.81118895,TRUE
"24","Cleared0024",2016-06-15 09:30:00,550,1.1,"12B2","no","moose",584073.841088708,4944106.70312236,TRUE
"25","Cleared0025",2016-06-15 09:33:00,552.7,1.4,"12B2","no","moose",584073.841088708,4944106.70312236,TRUE
"26","Cleared0026",2016-06-15 09:37:00,524.6,2.4,"12B2","no","moose",584065.622193656,4944128.81613433,TRUE
"27","Cleared0027",2016-06-15 09:41:00,546,1.5,"12B2","no","moose",584058.269922819,4944084.28075672,TRUE
"28","Cleared0028",2016-06-15 09:48:00,561.2,0.9,"12B2","no","moose",584002.615323526,4944094.66731373,TRUE
"29","Cleared0029",2016-06-15 09:50:00,564.6,1.1,"12B2","no","moose",583994.685299044,4944094.56427991,TRUE
"30","Cleared0030",2016-06-15 09:57:00,563.7,0.9,"12B2","no","moose",583978.825250088,4944094.35824145,TRUE
"31","Cleared0031",2016-06-15 09:59:00,569.9,0.9,"12B2","no","moose",583962.965201148,4944094.15224191,TRUE
"32","Cleared0032",2016-06-15 10:03:00,558.9,1.9,"12B2","no","moose",583946.960914951,4944105.0543476,TRUE
"33","Cleared0033",2016-06-15 10:11:00,563.5,1.1,"12B2","no","moose",583867.084400305,4944148.45739515,TRUE
"34","Cleared0034",2016-06-15 10:18:00,572.3,1.4,"12B2","no","moose",583859.442620539,4944126.13839285,TRUE
"35","Cleared0035",2016-06-15 10:21:00,571.3,1.4,"12B2","no","moose",583851.080412737,4944159.35973518,TRUE
"36","Cleared0036",2016-06-15 10:24:00,568.7,3.1,"12B2","no","moose",583827.434618942,4944147.9431502,TRUE
"37","Cleared0037",2016-06-15 10:25:00,568.2,1.4,"12B2","no","moose",583835.364575207,4944148.04597973,TRUE
"38","Cleared0038",2016-06-15 10:32:00,559.6,1.4,"12B2","no","moose",583779.423023584,4944180.65057935,TRUE
"39","Cleared0039",2016-06-15 10:46:00,577.8,1.1,"12B2","no","moose",583685.414346986,4944090.55354966,TRUE
"40","Cleared0040",2016-06-15 12:02:00,527.4,1.2,"12B2","no","moose",583933.696542429,4943293.85713524,TRUE
"41","Cleared0041",2016-06-15 12:11:00,524.7,1.3,"12B2","no","moose",584075.299252091,4943384.57607774,TRUE
"42","Cleared0042",2016-06-15 12:16:00,528.2,1.3,"12B2","no","moose",584075.299252091,4943384.57607774,TRUE
"43","Cleared0043",2016-06-15 12:16:00,528.6,1.4,"12B2","no","moose",584083.230148778,4943384.67919881,TRUE
"44","Cleared0044",2016-06-15 12:23:00,532.8,1.3,"12B2","no","moose",584099.091942163,4943384.88547012,TRUE
"45","Cleared0045",2016-06-15 12:23:00,532.8,1.3,"12B2","no","moose",584099.091942163,4943384.88547012,TRUE
"46","Cleared0046",2016-06-15 12:24:00,532.9,1,"12B2","no","moose",584099.091942163,4943384.88547012,TRUE
"47","Cleared0047",2016-06-15 12:28:00,529.6,1,"12B2","no","moose",584106.87835915,4943396.09667472,TRUE
"48","Cleared0048",2016-06-15 12:30:00,529.3,1,"12B2","no","moose",584091.161045469,4943384.7823296,TRUE
"49","Cleared0049",2016-06-15 12:36:00,526,1,"12B2","no","moose",584122.740125304,4943396.30300442,TRUE
"50","Cleared0050",2016-06-15 12:52:00,519.4,1,"12B2","no","moose",584343.355953562,4943510.2762619,TRUE
"51","Cleared0051",2016-06-15 12:53:00,519.1,1,"12B2","no","moose",584343.355953562,4943510.2762619,TRUE
"52","Cleared0052",2016-06-15 12:55:00,517.9,1,"12B2","no","moose",584335.57008413,4943499.06476334,TRUE
"53","Cleared0053",2016-06-15 12:57:00,517.9,1,"12B2","no","moose",584358.927609896,4943532.69928881,TRUE
"54","Cleared0054",2016-06-15 12:59:00,520.4,1.1,"12B2","no","moose",584367.148194311,4943510.58664684,TRUE
"55","Cleared0055",2016-06-15 13:04:00,527.4,1.3,"12B2","no","moose",584398.871182029,4943511.00062964,TRUE
"56","Cleared0056",2016-06-15 13:08:00,529.1,1.1,"12B2","no","moose",584430.884251554,4943489.19865543,TRUE
"57","Cleared0057",2016-06-15 13:08:00,528.6,1.1,"12B2","no","moose",584430.739210809,4943500.30671168,TRUE
"58","Cleared0058",2016-06-15 13:10:00,526.6,3,"12B2","no","moose",584430.884251554,4943489.19865543,TRUE
"59","Cleared0059",2016-06-15 13:13:00,523.9,2.8,"12B2","no","moose",584430.304087019,4943533.63088155,TRUE
"60","Cleared0060",2016-06-15 13:18:00,527.6,1.1,"12B2","no","moose",584438.234806718,4943533.7344405,TRUE
"61","Cleared0061",2016-06-15 13:22:00,527.2,1,"12B2","no","moose",584438.524916757,4943511.51832705,TRUE
"62","Cleared0062",2016-06-15 13:23:00,529.5,1,"12B2","no","moose",584438.669971389,4943500.41027061,TRUE
"63","Cleared0063",2016-06-15 13:23:00,530.7,1,"12B2","no","moose",584446.455663714,4943511.62189572,TRUE
"64","Cleared0064",2016-06-15 13:27:00,516.9,1,"12B2","no","moose",584446.455663714,4943511.62189572,TRUE
"65","Cleared0065",2016-06-15 13:32:00,522.8,0.9,"12B2","no","moose",584446.455663714,4943511.62189572,TRUE
"66","Cleared0066",2016-06-15 13:41:00,532.2,1,"12B2","no","moose",584454.531492559,4943500.61741767,TRUE
"67","Cleared0067",2016-06-15 13:42:00,531.8,1.1,"12B2","no","moose",584446.745799972,4943489.40578302,TRUE
"68","Cleared0068",2016-06-15 13:49:00,527.9,1.1,"12B2","no","moose",584494.040145529,4943512.24351206,TRUE
"69","Cleared0069",2016-06-15 13:49:00,527.2,1.1,"12B2","no","moose",584494.040145529,4943512.24351206,TRUE
"70","Cleared0070",2016-06-15 13:55:00,522.3,1.1,"12B2","no","moose",584509.611284167,4943534.66690888,TRUE
"71","Cleared0071",2016-06-15 13:58:00,522.9,1.2,"12B2","no","moose",584525.182312764,4943557.09034541,TRUE
"72","Cleared0072",2016-06-15 14:04:00,526.1,1.8,"12B2","no","moose",584477.598157917,4943556.46849545,TRUE
"73","Cleared0073",2016-06-15 14:07:00,523.3,1.2,"12B2","no","moose",584493.604693909,4943545.56768262,TRUE
"74","Cleared0074",2016-06-15 14:10:00,518.3,1.2,"12B2","no","moose",584493.459542851,4943556.67573985,TRUE
"75","Cleared0075",2016-06-15 14:11:00,534.4,1.2,"12B2","no","moose",584484.948298069,4943601.00434357,TRUE
"76","Cleared0076",2016-06-15 14:13:00,537.2,1.2,"12B2","no","moose",584501.535400009,4943545.67131941,TRUE
"77","Cleared0077",2016-06-15 14:22:00,519.4,1.7,"12B2","no","moose",584524.746694507,4943590.41451829,TRUE
"78","Cleared0078",2016-06-15 14:26:00,521.1,1.5,"12B2","no","moose",584524.456281041,4943612.63063449,TRUE
"79","Cleared0079",2016-06-15 14:26:00,520,1.5,"12B2","no","moose",584532.241684643,4943623.84236862,TRUE
"80","Cleared0080",2016-06-15 14:30:00,532,1,"12B2","no","moose",584548.248154104,4943612.94169089,TRUE
"81","Cleared0081",2016-06-15 14:37:00,526.6,1.3,"12B2","no","moose",584547.957657837,4943635.15780788,TRUE
"82","Cleared0082",2016-06-15 14:38:00,526,1.3,"12B2","no","moose",584547.957657837,4943635.15780788,TRUE
"83","Cleared0083",2016-06-15 14:38:00,525.6,1.3,"12B2","no","moose",584540.027060734,4943635.05411267,TRUE
"84","Cleared0084",2016-06-15 14:50:00,210.7,2.6,"12B2","no","moose",582768.12310187,4943256.61381984,TRUE
"85","Cleared0085",2016-06-15 14:50:00,210.7,2.6,"12B2","no","moose",582768.12310187,4943256.61381984,TRUE
"86","Cleared0086",2016-06-15 14:51:00,210.7,2.6,"12B2","no","moose",582768.12310187,4943256.61381984,TRUE
"87","Cleared0087",2016-06-15 14:55:00,210.7,1.4,"12B2","no","moose",583774.356901258,4943347.34052543,TRUE
"88","Cleared0088",2016-06-15 15:00:00,475.8,1.3,"12B2","no","moose",584619.042289324,4943658.30762039,TRUE
"89","Cleared0089",2016-06-16 08:00:00,568.8,0.9,"12B3","no","moose",582940.258393774,4945914.08612375,TRUE
"90","Cleared0090",2016-06-16 08:08:00,574.1,0.8,"12B3","no","moose",582885.476434335,4945857.83352618,TRUE
"91","Cleared0091",2016-06-16 08:34:00,593.3,0.9,"12B3","no","moose",582611.978256696,4945543.25349327,TRUE
"92","Cleared0092",2016-06-16 08:42:00,602.1,1,"12B3","no","moose",582596.263788124,4945531.94271018,TRUE
"93","Cleared0093",2016-06-16 08:45:00,603,0.8,"12B3","no","moose",582596.405768742,4945520.83462013,TRUE
"94","Cleared0094",2016-06-16 08:49:00,599.8,0.9,"12B3","no","moose",582596.689729218,4945498.61844062,TRUE
"95","Cleared0095",2016-06-16 08:53:00,599.5,0.9,"12B3","no","moose",582596.689729218,4945498.61844062,TRUE
"96","Cleared0096",2016-06-16 08:58:00,596.5,0.9,"12B3","no","moose",582564.692760847,4945520.42935119,TRUE
"97","Cleared0097",2016-06-16 09:03:00,590,0.9,"12B3","no","moose",582557.190244745,4945487.00378936,TRUE
"98","Cleared0098",2016-06-16 09:08:00,593.4,0.9,"12B3","no","moose",582549.54574727,4945464.68632787,TRUE
"99","Cleared0099",2016-06-16 09:13:00,605.1,0.9,"12B3","yes","moose",582549.54574727,4945464.68632787,TRUE
"100","Cleared0100",2016-06-16 09:23:00,589.3,0.9,"12B3","no","moose",582557.615978331,4945453.67952214,TRUE
"101","Cleared0101",2016-06-16 09:25:00,596.9,1.1,"12B3","no","moose",582541.901194259,4945442.36887688,TRUE
"102","Cleared0102",2016-06-16 09:28:00,600.6,1.6,"12B3","no","moose",582526.186355423,4945431.05827074,TRUE
"103","Cleared0103",2016-06-16 09:33:00,599,1.1,"12B3","no","moose",582502.684901712,4945408.53839086,TRUE
"104","Cleared0104",2016-06-16 09:35:00,602.4,1.1,"12B3","no","moose",582494.756513459,4945408.43717583,TRUE
"105","Cleared0105",2016-06-16 09:40:00,602.9,1.1,"12B3","no","moose",582487.111698951,4945386.11979492,TRUE
"106","Cleared0106",2016-06-16 09:40:00,600.3,1.3,"12B3","no","moose",582479.183283443,4945386.01859936,TRUE
"107","Cleared0107",2016-06-16 09:54:00,608,0.9,"12B3","no","moose",582424.534435844,4945318.66198079,TRUE
"108","Cleared0108",2016-06-16 09:57:00,612.4,2.6,"12B3","no","moose",582432.321243305,4945329.87119476,TRUE
"109","Cleared0109",2016-06-16 09:59:00,620.9,0.9,"12B3","no","moose",582393.103689348,4945296.0413959,TRUE
"110","Cleared0110",2016-06-16 10:00:00,619.7,0.9,"12B3","no","moose",582384.750341523,4945329.2645761,TRUE
"111","Cleared0111",2016-06-16 10:05:00,610.1,1.2,"12B3","no","moose",582322.312960194,4945250.69969469,TRUE
"112","Cleared0112",2016-06-16 10:10:00,606,1.4,"12B3","no","moose",582306.314331983,4945261.60580737,TRUE
"113","Cleared0113",2016-06-16 10:11:00,602.4,1.3,"12B3","no","moose",582314.101413274,4945272.81487436,TRUE
"114","Cleared0114",2016-06-16 10:16:00,602.7,1.3,"12B3","no","moose",582298.10285272,4945283.72100686,TRUE
"115","Cleared0115",2016-06-16 10:17:00,603.1,1.3,"12B3","no","moose",582298.10285272,4945283.72100686,TRUE
"116","Cleared0116",2016-06-16 10:23:00,608.2,1.1,"12B3","no","moose",582298.244309792,4945272.61292115,TRUE
"117","Cleared0117",2016-06-16 10:26:00,605.1,1.4,"12B3","no","moose",582306.031390828,4945283.8219786,TRUE
"118","Cleared0118",2016-06-16 10:28:00,611,1.1,"12B3","no","moose",582305.748448664,4945306.03815059,TRUE
"119","Cleared0119",2016-06-16 10:28:00,613.6,1.4,"12B3","no","moose",582305.748448664,4945306.03815059,TRUE
"120","Cleared0120",2016-06-16 10:35:00,600,1.1,"12B3","no","moose",582289.749982775,4945316.94430307,TRUE
"121","Cleared0121",2016-06-16 10:36:00,592.3,1.1,"12B3","no","moose",582281.821485567,4945316.84335077,TRUE
"122","Cleared0122",2016-06-16 10:42:00,591.8,1,"12B3","no","moose",582273.185899897,4945372.28284231,TRUE
"123","Cleared0123",2016-06-16 10:47:00,590.5,1,"12B3","no","moose",582265.25747085,4945372.18190945,TRUE
"124","Cleared0124",2016-06-16 10:49:00,570.5,1.2,"12B3","no","moose",582200.417069564,4945482.45567874,TRUE
"125","Cleared0125",2016-06-16 11:17:00,563.2,1.1,"12B3","no","moose",582183.995398542,4945526.68635581,TRUE
"126","Cleared0126",2016-06-16 11:19:00,562.8,1.1,"12B3","no","moose",582191.923636716,4945526.78719145,TRUE
"127","Cleared0127",2016-06-16 12:03:00,520.9,1.2,"12B3","no","moose",582160.511344118,4946126.32184271,TRUE
"128","Cleared0128",2016-06-16 12:11:00,522.6,0.9,"12B3","no","moose",582216.569271119,4946082.59536313,TRUE
"129","Cleared0129",2016-06-16 12:37:00,527.1,1.1,"12B3","no","moose",582866.343980927,4946113.11640485,TRUE
"130","Cleared0130",2016-06-18 08:32:00,499,0.8,"7B3","no","moose",535717.748954867,4931950.59256315,TRUE
"131","Cleared0131",2016-06-18 08:41:00,495.9,0.9,"7B3","no","moose",535654.072159339,4931972.45874611,TRUE
"132","Cleared0132",2016-06-18 08:51:00,492.4,0.8,"7B3","no","moose",535574.446329492,4932005.34627159,TRUE
"133","Cleared0133",2016-06-18 08:54:00,491.1,0.9,"7B3","no","moose",535574.446329492,4932005.34627159,TRUE
"134","Cleared0134",2016-06-18 09:06:00,505.5,1.4,"7B3","no","moose",535431.146149841,4932060.10313561,TRUE
"135","Cleared0135",2016-06-18 10:08:00,468,1.5,"7B3","no","moose",535516.22196505,4932482.67899383,TRUE
"136","Cleared0136",2016-06-20 07:40:00,646.2,0.8,"12A2","no","moose",586299.404196189,4950868.75453601,TRUE
"137","Cleared0137",2016-06-20 07:45:00,643.3,0.8,"12A2","no","moose",586322.872168364,4950891.28885471,TRUE
"138","Cleared0138",2016-06-20 07:52:00,638.4,0.9,"12A2","no","moose",586385.948445325,4950914.35352601,TRUE
"139","Cleared0139",2016-06-20 08:03:00,652.4,0.9,"12A2","no","moose",586480.115306154,4950982.27625351,TRUE
"140","Cleared0140",2016-06-27 10:36:00,406.7,1.7,"7C2","no","moose",541633.15299717,4936184.79876937,TRUE
"141","Cleared0141",2016-07-03 12:36:00,514.7,1.3,"10B3","no","moose",579037.788552351,4865458.01680603,TRUE
"142","Cleared0142",2016-07-08 10:41:00,466.2,0.8,"7A2","no","moose",549805.213384612,4940030.48524377,TRUE
"143","Cleared0143",2016-07-08 10:45:00,467.3,0.8,"7A2","no","moose",549813.404391609,4939997.22234683,TRUE
"144","Cleared0144",2016-07-10 11:17:00,583.6,1.1,"1A1","no","moose",502812.495602076,4818463.18131218,TRUE
"145","Cleared0145",2016-07-13 08:21:00,595.5,1.6,"5C2","no","moose",521048.914585895,4837886.83383883,TRUE
"146","Cleared0146",2016-07-13 13:18:00,665.4,1.1,"5D2","no","moose",525864.182145729,4832617.12933115,TRUE
"147","Cleared0147",2016-07-13 13:39:00,682.1,0.9,"5D2","no","moose",525944.788296566,4832628.54748589,TRUE
"148","Cleared0148",2016-07-15 09:30:00,540.9,1.2,"6B3","no","moose",539781.731292841,4874769.30829908,TRUE
"149","Cleared0149",2016-07-22 13:03:00,483.3,1.3,"10B3","no","moose",578871.229608802,4865289.40784272,TRUE
"150","Cleared0150",2016-07-25 09:06:00,633.3,1.2,"12B1","no","moose",585155.621103017,4945676.26291668,TRUE
"151","Cleared0151",2016-07-25 09:17:00,620.5,1.4,"12B1","no","moose",585203.189721936,4945676.88996783,TRUE
"152","Cleared0152",2016-07-25 10:00:00,623.8,1.1,"12B1","no","moose",585291.718409406,4945578.067636,TRUE
"153","Cleared0153",2016-07-25 10:00:00,625.9,1,"12B1","no","moose",585291.571793512,4945589.17572806,TRUE
"154","Cleared0154",2016-07-25 10:23:00,625.1,1.1,"12B1","no","moose",585260.884868591,4945511.00058677,TRUE
"155","Cleared0155",2016-07-25 10:24:00,623,1.1,"12B1","no","moose",585260.884868591,4945511.00058677,TRUE
"156","Cleared0156",2016-07-25 10:30:00,618.2,1.1,"12B1","no","moose",585252.956560927,4945510.89598589,TRUE
"157","Cleared0157",2016-07-25 10:34:00,629.3,2.1,"12B1","no","moose",585252.810014759,4945522.00407679,TRUE
"158","Cleared0158",2016-07-25 10:41:00,641.1,1.1,"12B1","no","moose",585253.103106833,4945499.78789517,TRUE
"159","Cleared0159",2016-07-25 10:42:00,637.2,1,"12B1","no","moose",585260.738308792,4945522.10867768,TRUE
"160","Cleared0160",2016-07-25 10:48:00,623.7,0.9,"12B1","no","moose",585253.542742982,4945466.46362415,TRUE
"161","Cleared0161",2016-07-25 10:58:00,621.6,1.1,"12B1","no","moose",585253.249652477,4945488.67980464,TRUE
"162","Cleared0162",2016-07-25 11:02:00,620.8,1.1,"12B1","no","moose",585253.103106833,4945499.78789517,TRUE
"163","Cleared0163",2016-07-25 11:03:00,621.1,1.1,"12B1","no","moose",585261.031428128,4945499.89249605,TRUE
"164","Cleared0164",2016-07-25 11:08:00,619.6,1.1,"12B1","no","moose",585221.829294257,4945466.045318,TRUE
"165","Cleared0165",2016-07-25 11:13:00,617.4,1.6,"12B1","no","moose",585237.979053547,4945444.0382719,TRUE
"166","Cleared0166",2016-07-25 11:21:00,615.9,1.2,"12B1","no","moose",585183.06601257,4945398.87411753,TRUE
"167","Cleared0167",2016-07-25 11:26:00,617,1.3,"12B1","no","moose",585198.776452335,4945410.19124278,TRUE
"168","Cleared0168",2016-07-25 11:29:00,615.6,1.3,"12B1","no","moose",585206.851344424,4945399.18768652,TRUE
"169","Cleared0169",2016-07-25 11:31:00,616.6,1.4,"12B1","no","moose",585198.922900469,4945399.0831538,TRUE
"170","Cleared0170",2016-07-25 12:58:00,551.4,1.1,"12B1","no","moose",585008.601212614,4944796.63647901,TRUE
"171","Cleared0171",2016-07-25 13:03:00,555.6,1.4,"12B1","no","moose",584984.667620466,4944807.43174839,TRUE
"172","Cleared0172",2016-07-25 13:09:00,555.2,3.9,"12B1","no","moose",584976.738454184,4944807.32749807,TRUE
"173","Cleared0173",2016-07-25 13:11:00,555.1,1.1,"12B1","no","moose",584976.738454184,4944807.32749807,TRUE
"174","Cleared0174",2016-07-25 13:24:00,557.4,1.2,"12B1","no","moose",584783.961326893,4944993.66577356,TRUE
"175","Cleared0175",2016-07-25 13:34:00,565.4,1.6,"12B1","no","moose",584711.58175578,4945070.48663661,TRUE
"176","Cleared0176",2016-07-25 13:40:00,583.3,1.3,"12B1","no","moose",584687.79523869,4945070.17490691,TRUE
"177","Cleared0177",2016-07-25 13:56:00,588.6,1.2,"12B1","no","moose",584438.808266499,4945311.33669803,TRUE
"178","Cleared0178",2016-07-25 13:57:00,589.3,1.2,"12B1","no","moose",584438.808266499,4945311.33669803,TRUE
"179","Cleared0179",2016-07-25 14:04:00,590.4,0.8,"12B1","no","moose",584438.808266499,4945311.33669803,TRUE
"180","Cleared0180",2016-07-29 08:57:00,531.8,1.3,"9A3","no","moose",565682.477319795,4847462.21296429,TRUE
"181","Cleared0182",2016-07-29 10:37:00,512.7,0.9,"9A3","no","moose",566242.260416853,4847823.19384118,TRUE
"182","Cleared0183",2016-07-29 10:46:00,508.5,1.1,"9A3","no","moose",566234.323871941,4847812.00744473,TRUE
"183","Cleared0184",2016-07-29 11:00:00,509.1,1.1,"9A3","no","moose",566266.62216599,4847801.22107838,TRUE
"184","Cleared0185",2016-07-29 11:08:00,518.7,0.9,"9A3","no","moose",566282.826593977,4847790.27475268,TRUE
"185","Cleared0186",2016-07-29 11:51:00,526.4,1.2,"9A3","no","moose",566501.203662937,4847681.37557408,TRUE
"186","Cleared0187",2016-08-17 10:19:00,462.6,1.1,"7A2","no","moose",549511.294744123,4940072.66495235,TRUE
"187","Cleared0188",2016-08-02 12:27:00,543.2,1.3,"5D1","no","moose",523694.761092403,4834874.77584324,TRUE
"188","Cleared0189",2016-08-02 12:57:00,543.9,1.4,"5D1","no","moose",523598.24988076,4834807.7970782,TRUE
"189","Cleared0190",2016-08-02 15:46:00,576.5,1.1,"5D3","no","moose",526592.909964451,4835951.8751261,TRUE
"190","Cleared0191",2016-08-04 08:22:00,506.7,1.2,"12B4","no","moose",587751.977449929,4943089.0120549,TRUE
"191","Cleared0192",2016-08-04 08:58:00,478.9,0.9,"12B4","no","moose",587745.402530425,4942988.93198947,TRUE
"192","Cleared0193",2016-08-12 12:29:00,508.5,1.6,"10B3","no","moose",578534.13310007,4865963.00972369,TRUE
"193","Cleared0194",2016-08-12 12:57:00,500.6,1,"10B3","no","moose",578461.51186769,4865995.47417296,TRUE
"194","Cleared0195",2016-08-12 14:20:00,497.6,2.5,"10B3","no","moose",578903.33362027,4865289.79001672,TRUE
"195","Cleared0196",2016-08-12 14:23:00,492.2,2.3,"10B3","no","moose",578919.517896859,4865278.87444281,TRUE
"196","Cleared0197",2016-08-12 14:33:00,484.3,3.6,"10B3","no","moose",579048.596586516,4865224.87141093,TRUE
"197","Cleared0198",2016-08-12 15:08:00,479.5,1.9,"10B3","no","moose",579021.60450034,4865468.93209108,TRUE
"198","Cleared0199",2016-08-12 15:10:00,476.8,2,"10B3","no","moose",579021.60450034,4865468.93209108,TRUE
"199","Cleared0200",2016-08-12 15:21:00,472.3,2.5,"10B3","no","moose",578986.720982483,4865701.79054689,TRUE
"200","Cleared0201",2016-08-12 15:25:00,477.5,2.1,"10B3","no","moose",578995.011316001,4865679.67276954,TRUE
"201","Cleared0202",2016-08-12 15:28:00,478.8,2,"10B3","no","moose",579018.425637711,4865735.49348656,TRUE
"202","Cleared0203",2016-08-17 10:19:00,462.6,1.1,"7A2","no","moose",549511.294744123,4940072.66495235,TRUE
"203","Cleared0204",2016-08-20 11:42:00,490.6,1.3,"9A3","no","moose",566169.39672141,4847866.899852,TRUE
"204","Cleared0205",2016-08-20 12:14:00,525.4,1.4,"9A3","no","moose",566306.635988041,4847823.8341458,TRUE
"205","Cleared0206",2016-08-20 12:15:00,524.6,1.2,"9A3","no","moose",566322.729880928,4847823.99431915,TRUE
"206","Cleared0207",2016-08-23 13:25:00,611.9,1.2,"5C2","no","moose",521500.550410357,4837777.20839678,TRUE
"207","Cleared0500",2016-06-06 12:35:00,487.1,5,"10B3","yes","moose",579010.280974941,4865745.39383656,TRUE
"208","Cleared0501",2016-06-08 14:42:00,596.8,5,"2B3","no","moose",501841.617802834,4851559.1217683,TRUE
"209","Cleared0502",2016-06-08 15:36:00,606.8,5,"2B3","no","moose",502074.86382536,4851469.22837254,TRUE
"210","Cleared0503",2016-06-08 15:45:00,613.2,5,"2B3","no","moose",502074.86174783,4851475.89222534,TRUE
"211","Cleared0504",2016-06-08 15:51:00,614.2,5,"2B3","no","moose",502066.820682748,4851472.55779658,TRUE
"212","Cleared0505",2016-06-08 15:58:00,611.4,4,"2B3","no","moose",502082.911494776,4851451.46061083,TRUE
"213","Cleared0506",2016-06-08 15:59:00,612,5,"2B3","no","moose",502082.911494776,4851451.46061083,TRUE
"214","Cleared0507",2016-06-08 16:23:00,616.7,5,"2B3","no","moose",502115.059893103,4851514.77735896,TRUE
"215","Cleared0508",2016-06-08 16:29:00,620.9,5,"2B3","no","moose",502098.982793065,4851492.55942302,TRUE
"216","Cleared0509",2016-06-08 16:39:00,619.5,5,"2B3","no","moose",502163.319069582,4851493.69066713,TRUE
"217","Cleared0510",2016-06-08 16:48:00,651.8,5,"2B3","no","moose",502267.863817372,4851500.38932482,TRUE
"218","Cleared0511",2016-06-10 09:44:00,681.4,4,"11C1","no","moose",586673.607336001,4900005.67612229,TRUE
"219","Cleared0512",2016-06-10 09:54:00,688.4,4,"11C1","no","moose",586681.664737881,4900000.22803435,TRUE
"220","Cleared0513",2016-06-10 10:07:00,672.8,4,"11C1","no","moose",586690.015936904,4899972.56531739,TRUE
"221","Cleared0514",2016-06-10 10:12:00,675,4,"11C1","no","moose",586697.941177947,4899977.11383644,TRUE
"222","Cleared0515",2016-06-10 10:27:00,683.2,5,"11C1","no","moose",586706.116169785,4899962.77992258,TRUE
"223","Cleared0516",2016-06-10 10:34:00,672.3,5,"11C1","no","moose",586714.100185085,4899962.88553337,TRUE
"224","Cleared0517",2016-06-10 10:44:00,669.9,5,"11C1","no","moose",586674.356345591,4899949.02879401,TRUE
"225","Cleared0518",2016-06-10 10:47:00,681.1,5,"11C1","no","moose",586674.268227174,4899955.69318532,TRUE
"226","Cleared0519",2016-06-10 10:57:00,669.5,5,"11C1","no","moose",586713.879786897,4899979.54651218,TRUE
"227","Cleared0520",2016-06-10 11:15:00,688.6,5,"11C1","no","moose",586874.413461169,4899917.23832063,TRUE
"228","Cleared0521",2016-06-10 11:24:00,694.3,5,"11C1","no","moose",586874.487061844,4899911.68466142,TRUE
"229","Cleared0522",2016-06-10 11:31:00,691.1,5,"11C1","no","moose",586874.001296158,4899948.33881306,TRUE
"230","Cleared0523",2016-06-10 11:32:00,690.7,5,"11C1","no","moose",586873.97185572,4899950.56027686,TRUE
"231","Cleared0524",2016-06-10 11:41:00,688.8,5,"11C1","no","moose",586874.030736585,4899946.11734927,TRUE
