"Day","Time","Round","Species","Latitude","Longitude","Accuracy","Site"
2017-06-15,"12:01:00 PM","Clearing","Moose",44.63580167,-74.38792333,0.9,"07A1"
2017-06-15,"12:03:00 PM","Clearing","Moose",44.63582667,-74.38791,0.9,"07A1"
2017-06-15,"12:04:00 PM","Clearing","Moose",44.63587833,-74.38807167,1,"07A1"
2017-06-15,"12:08:00 PM","Clearing","Moose",44.63579833,-74.38827333,1,"07A1"
2017-06-15,"12:09:00 PM","Clearing","Moose",44.63572667,-74.38823667,1,"07A1"
2017-06-15,"12:13:00 PM","Clearing","Moose",44.63581333,-74.38845167,1,"07A1"
2017-06-15,"12:14:00 PM","Clearing","Moose",44.63578333,-74.38834667,0.9,"07A1"
2017-06-15,"12:17:00 PM","Clearing","Moose",44.63580833,-74.38846167,1,"07A1"
2017-06-15,"12:23:00 PM","Clearing","Moose",44.635775,-74.38813333,1,"07A1"
2017-06-15,"12:25:00 PM","Clearing","Moose",44.63575333,-74.38840833,0.9,"07A1"
2017-06-15,"12:26:00 PM","Clearing","Moose",44.63567833,-74.38841667,0.9,"07A1"
2017-06-15,"12:30:00 PM","Clearing","Moose",44.63572167,-74.388285,1.3,"07A1"
2017-06-15,"12:35:00 PM","Clearing","Moose",44.63561167,-74.38835833,1,"07A1"
2017-06-15,"12:37:00 PM","Clearing","Moose",44.63557,-74.388405,0.9,"07A1"
2017-06-15,"12:40:00 PM","Clearing","Moose",44.63554833,-74.38834667,1.1,"07A1"
2017-06-15,"12:41:00 PM","Clearing","Moose",44.63541167,-74.38879833,0.9,"07A1"
2017-06-15,"12:44:00 PM","Clearing","Moose",44.63548333,-74.38889167,0.9,"07A1"
2017-06-15,"12:46:00 PM","Clearing","Moose",44.63534833,-74.38896167,0.9,"07A1"
2017-06-15,"12:47:00 PM","Clearing","Moose",44.63522833,-74.38902,1,"07A1"
2017-06-15,"12:51:00 PM","Clearing","Moose",44.63522833,-74.388685,1.1,"07A1"
2017-06-15,"12:52:00 PM","Clearing","Moose",44.63520333,-74.38860333,1.1,"07A1"
2017-06-15,"12:54:00 PM","Clearing","Moose",44.63546833,-74.38867,1,"07A1"
2017-06-15,"12:55:00 PM","Clearing","Moose",44.635425,-74.38840333,1.4,"07A1"
2017-06-15,"12:58:00 PM","Clearing","Moose",44.63539833,-74.38855333,1.1,"07A1"
2017-06-15,"12:59:00 PM","Clearing","Moose",44.63533333,-74.38854333,1,"07A1"
2017-06-15,"1:02:00 PM","Clearing","Moose",44.63523333,-74.38851167,1,"07A1"
2017-06-15,"1:04:00 PM","Clearing","Moose",44.63516,-74.38859833,1.1,"07A1"
2017-06-15,"1:06:00 PM","Clearing","Moose",44.634955,-74.38871667,1.1,"07A1"
2017-06-15,"1:07:00 PM","Clearing","Moose",44.63496167,-74.38877667,1,"07A1"
2017-06-15,"1:15:00 PM","Clearing","Moose",44.63504167,-74.389155,1.2,"07A1"
2017-06-15,"1:17:00 PM","Clearing","Moose",44.63503667,-74.38898167,1.1,"07A1"
2017-06-15,"1:20:00 PM","Clearing","Moose",44.63508333,-74.38914,1.3,"07A1"
2017-06-15,"1:23:00 PM","Clearing","Moose",44.63488,-74.38973667,4.1,"07A1"
2017-06-15,"1:24:00 PM","Clearing","Moose",44.63507333,-74.38931,0.9,"07A1"
2017-06-15,"1:26:00 PM","Clearing","Moose",44.63505667,-74.38927667,0.9,"07A1"
2017-06-15,"1:29:00 PM","Clearing","Moose",44.63498333,-74.38929167,1.1,"07A1"
2017-06-15,"1:31:00 PM","Clearing","Moose",44.634895,-74.38926167,1.3,"07A1"
2017-06-15,"1:32:00 PM","Clearing","Moose",44.63487833,-74.38920833,0.9,"07A1"
2017-06-15,"1:37:00 PM","Clearing","Moose",44.63465833,-74.38924333,1,"07A1"
2017-06-15,"1:39:00 PM","Clearing","Moose",44.63454333,-74.38952167,1.1,"07A1"
2017-06-15,"1:51:00 PM","Clearing","Moose",44.634555,-74.38933333,1.4,"07A1"
2017-06-15,"1:55:00 PM","Clearing","Moose",44.63427,-74.389385,1.1,"07A1"
2017-06-15,"1:56:00 PM","Clearing","Moose",44.634255,-74.38933833,1.2,"07A1"
2017-06-15,"1:58:00 PM","Clearing","Moose",44.63430167,-74.389275,1.3,"07A1"
2017-06-15,"2:01:00 PM","Clearing","Moose",44.63428167,-74.38931167,1.1,"07A1"
2017-06-15,"2:02:00 PM","Clearing","Moose",44.63430333,-74.38935833,1.1,"07A1"
2017-06-15,"2:05:00 PM","Clearing","Moose",44.634415,-74.389235,1.1,"07A1"
2017-06-15,"2:11:00 PM","Clearing","Moose",44.63421667,-74.38978833,1,"07A1"
2017-06-15,"2:13:00 PM","Clearing","Moose",44.63337333,-74.41776167,1.2,"07A4"
2017-06-15,"2:13:00 PM","Clearing","Moose",44.63411833,-74.38987333,0.9,"07A1"
2017-06-15,"2:15:00 PM","Clearing","Moose",44.63394,-74.38988333,1.1,"07A1"
2017-06-15,"2:19:00 PM","Clearing","Moose",44.63412333,-74.389245,1.1,"07A1"
2017-06-15,"2:22:00 PM","Clearing","Moose",44.63400333,-74.38911167,2.4,"07A1"
2017-06-15,"2:28:00 PM","Clearing","Moose",44.63348,-74.390235,1.2,"07A1"
2017-06-15,"2:30:00 PM","Clearing","Moose",44.63348,-74.390525,1.1,"07A1"
2017-06-15,"2:30:00 PM","Clearing","Moose",44.63348167,-74.39050667,1.1,"07A1"
2017-06-15,"2:31:00 PM","Clearing","Moose",44.63347833,-74.39056667,1,"07A1"
2017-06-15,"2:33:00 PM","Clearing","Moose",44.63340667,-74.39055333,1.2,"07A1"
2017-06-15,"2:35:00 PM","Clearing","Moose",44.63368333,-74.390505,1.1,"07A1"
2017-06-15,"2:40:00 PM","Clearing","Moose",44.63371333,-74.39003833,1,"07A1"
2017-06-15,"2:42:00 PM","Clearing","Moose",44.63356333,-74.38989167,0.9,"07A1"
2017-06-15,"2:44:00 PM","Clearing","Moose",44.633565,-74.38979333,1.2,"07A1"
2017-06-15,"2:47:00 PM","Clearing","Moose",44.633375,-74.39042,0.9,"07A1"
2017-06-15,"2:48:00 PM","Clearing","Moose",44.63331333,-74.390545,1.4,"07A1"
2017-06-15,"2:53:00 PM","Clearing","Moose",44.63312833,-74.39065167,1,"07A1"
2017-06-15,"2:54:00 PM","Clearing","Moose",44.632795,-74.39048667,1.1,"07A1"
2017-06-15,"2:55:00 PM","Clearing","Moose",44.63278833,-74.390465,1.1,"07A1"
2017-06-15,"3:01:00 PM","Clearing","Moose",44.63315833,-74.39089,1.1,"07A1"
2017-06-15,"3:02:00 PM","Clearing","Moose",44.63319833,-74.390965,1.1,"07A1"
2017-06-15,"6:26:00 AM","Clearing","Moose",44.60725167,-74.37494833,0.8,"07A2"
2017-06-15,"8:05:00 AM","Clearing","Moose",44.61185167,-74.38051333,0.9,"07A2"
2017-06-15,"8:28:00 AM","Clearing","Moose",44.613385,-74.37733333,0.8,"07A2"
2017-06-15,"8:31:00 AM","Clearing","Moose",44.61362667,-74.37781,1.1,"07A2"
2017-06-15,"9:10:00 AM","Clearing","Moose",44.61155,-74.3707,0.8,"07A2"
2017-06-15,"9:24:00 AM","Clearing","Moose",44.61087333,-74.36905,0.7,"07A2"
2017-06-15,"10:39:00 AM","Clearing","Moose",44.597515,-74.42176667,0.9,"07A3"
2017-06-15,"10:43:00 AM","Clearing","Moose",44.59740667,-74.42168167,0.9,"07A3"
2017-06-15,"10:44:00 AM","Clearing","Moose",44.597315,-74.42164333,1.1,"07A3"
2017-06-15,"10:46:00 AM","Clearing","Moose",44.59729667,-74.421605,1.1,"07A3"
2017-06-15,"10:49:00 AM","Clearing","Moose",44.59729333,-74.42159,1,"07A3"
2017-06-15,"10:53:00 AM","Clearing","Moose",44.59710333,-74.42204167,0.9,"07A3"
2017-06-15,"10:54:00 AM","Clearing","Moose",44.59711333,-74.42205,1.1,"07A3"
2017-06-15,"10:56:00 AM","Clearing","Moose",44.59707167,-74.421995,1,"07A3"
2017-06-15,"10:57:00 AM","Clearing","Moose",44.59705167,-74.42195667,0.8,"07A3"
2017-06-15,"10:58:00 AM","Clearing","Moose",44.59706,-74.42189333,0.9,"07A3"
2017-06-15,"11:01:00 AM","Clearing","Moose",44.59707667,-74.42184333,0.8,"07A3"
2017-06-15,"11:02:00 AM","Clearing","Moose",44.59707167,-74.421825,0.8,"07A3"
2017-06-15,"11:03:00 AM","Clearing","Moose",44.59693667,-74.421805,0.8,"07A3"
2017-06-15,"11:04:00 AM","Clearing","Moose",44.596935,-74.42171,0.9,"07A3"
2017-06-15,"11:05:00 AM","Clearing","Moose",44.59693,-74.42167,0.8,"07A3"
2017-06-15,"11:08:00 AM","Clearing","Moose",44.59709167,-74.421605,0.9,"07A3"
2017-06-15,"11:16:00 AM","Clearing","Moose",44.59780833,-74.42063667,0.9,"07A3"
2017-06-15,"11:20:00 AM","Clearing","Moose",44.59833667,-74.41995833,0.8,"07A3"
2017-06-15,"11:25:00 AM","Clearing","Moose",44.59854,-74.41971167,1,"07A3"
2017-06-15,"11:29:00 AM","Clearing","Moose",44.598665,-74.41961333,0.8,"07A3"
2017-06-15,"11:52:00 AM","Clearing","Moose",44.60321333,-74.41487,0.9,"07A3"
2017-06-15,"11:57:00 AM","Clearing","Moose",44.60357,-74.41427333,0.9,"07A3"
2017-06-15,"12:00:00 PM","Clearing","Moose",44.60415167,-74.41422333,1,"07A3"
2017-06-15,"12:02:00 PM","Clearing","Moose",44.60416,-74.41440333,0.9,"07A3"
2017-06-15,"12:06:00 PM","Clearing","Moose",44.60459833,-74.416715,1.1,"07A3"
2017-06-15,"12:08:00 PM","Clearing","Moose",44.60467167,-74.41697167,1.1,"07A3"
2017-06-15,"12:09:00 PM","Clearing","Moose",44.60461833,-74.41701333,0.9,"07A3"
2017-06-15,"12:10:00 PM","Clearing","Moose",44.60463667,-74.41699833,0.9,"07A3"
2017-06-15,"12:12:00 PM","Clearing","Moose",44.604675,-74.417175,0.8,"07A3"
2017-06-15,"12:16:00 PM","Clearing","Moose",44.60455833,-74.41718,0.9,"07A3"
2017-06-15,"12:18:00 PM","Clearing","Moose",44.60457833,-74.41727333,0.8,"07A3"
2017-06-15,"12:19:00 PM","Clearing","Moose",44.60455167,-74.41733667,0.8,"07A3"
2017-06-15,"12:19:00 PM","Clearing","Moose",44.604565,-74.41733333,0.8,"07A3"
2017-06-15,"12:23:00 PM","Clearing","Moose",44.60458,-74.41734667,0.8,"07A3"
2017-06-15,"12:26:00 PM","Clearing","Moose",44.60451167,-74.417395,0.8,"07A3"
2017-06-15,"12:30:00 PM","Clearing","Moose",44.60469167,-74.41759,0.8,"07A3"
2017-06-15,"12:31:00 PM","Clearing","Moose",44.60466333,-74.41768833,0.9,"07A3"
2017-06-15,"12:33:00 PM","Clearing","Moose",44.60471,-74.4178,0.9,"07A3"
2017-06-15,"12:34:00 PM","Clearing","Moose",44.60470667,-74.41781167,0.8,"07A3"
2017-06-15,"12:36:00 PM","Clearing","Moose",44.60472,-74.41782,0.8,"07A3"
2017-06-15,"12:37:00 PM","Clearing","Moose",44.60474833,-74.41783667,0.8,"07A3"
2017-06-15,"12:39:00 PM","Clearing","Moose",44.60479833,-74.417865,1,"07A3"
2017-06-15,"12:41:00 PM","Clearing","Moose",44.60494833,-74.41816167,0.8,"07A3"
2017-06-15,"12:42:00 PM","Clearing","Moose",44.60489833,-74.41818333,0.8,"07A3"
2017-06-15,"12:43:00 PM","Clearing","Moose",44.60487,-74.418185,0.8,"07A3"
2017-06-15,"12:45:00 PM","Clearing","Moose",44.60483833,-74.41818833,0.8,"07A3"
2017-06-15,"12:47:00 PM","Clearing","Moose",44.604855,-74.41823167,0.8,"07A3"
2017-06-15,"12:50:00 PM","Clearing","Moose",44.604885,-74.41828167,0.8,"07A3"
2017-06-15,"12:50:00 PM","Clearing","Moose",44.60488667,-74.41828333,0.8,"07A3"
2017-06-15,"12:55:00 PM","Clearing","Moose",44.60493167,-74.41884333,0.8,"07A3"
2017-06-15,"12:57:00 PM","Clearing","Moose",44.60518167,-74.418895,0.9,"07A3"
2017-06-15,"12:59:00 PM","Clearing","Moose",44.605225,-74.41891333,0.8,"07A3"
2017-06-15,"12:59:00 PM","Clearing","Moose",44.605225,-74.41890667,0.8,"07A3"
2017-06-15,"1:10:00 PM","Clearing","Moose",44.60507,-74.42058833,0.8,"07A3"
2017-06-15,"1:25:00 PM","Clearing","Moose",44.60550333,-74.42462667,1.2,"07A3"
2017-06-15,"8:30:00 PM","Clearing","Moose",44.639785,-73.93693667,1.3,"12B2"
2017-06-15,"2:35:00 PM","Clearing","Moose",44.63697833,-74.42329167,1.1,"07A4"
2017-06-15,"3:38:00 PM","Clearing","Moose",44.63188333,-74.42061333,0.9,"07A4"
2017-06-15,"3:42:00 PM","Clearing","Moose",44.63170833,-74.42135,0.8,"07A4"
2017-06-15,"2:40:00 PM","Clearing","unknown",44.63674167,-74.42318167,1.1,"07A4"
2017-06-16,"7:55:00 AM","Clearing","Moose",44.54032,-74.55177167,0.9,"07B3"
2017-06-16,"8:01:00 AM","Clearing","Moose",44.54049,-74.55238167,0.9,"07B3"
2017-06-16,"8:34:00 AM","Clearing","Moose",44.5445,-74.55352667,0.9,"07B3"
2017-06-16,"10:31:00 AM","Clearing","Moose",44.51991833,-74.54195833,1.3,"07B6"
2017-06-19,"1:16:00 PM","Clearing","Moose",43.63003167,-74.87296667,1.1,"02C1"
2017-06-19,"2:02:00 PM","Clearing","Moose",43.63598333,-74.87258167,1.2,"02C1"
2017-06-19,"2:36:00 PM","Clearing","Moose",43.63657,-74.86892167,1.3,"02C1"
2017-06-19,"3:04:00 PM","Clearing","Moose",43.63416333,-74.86296,1.1,"02C1"
2017-06-19,"3:09:00 PM","Clearing","Moose",43.633955,-74.86263833,1.3,"02C1"
2017-06-19,"3:13:00 PM","Clearing","Moose",43.63377833,-74.86239667,1.3,"02C1"
2017-06-19,"9:38:00 AM","Clearing","Moose",43.63515333,-74.90378167,0.9,"02C2"
2017-06-19,"10:51:00 AM","Clearing","Moose",43.63242167,-74.91115167,1.2,"02C2"
2017-06-19,"10:59:00 AM","Clearing","Moose",43.63284667,-74.91129167,1,"02C2"
2017-06-19,"12:47:00 PM","Clearing","Moose",43.63810167,-74.90229167,1.1,"02C2"
2017-06-19,"10:49:00 AM","Clearing","Moose",43.62036333,-74.89439333,1.3,"02C4"
2017-06-20,"1:31:00 PM","Clearing","Moose",43.81675333,-74.969155,1.1,"02B3"
2017-06-20,"1:32:00 PM","Clearing","Moose",43.816825,-74.96915167,0.9,"02B3"
2017-06-20,"1:34:00 PM","Clearing","Moose",43.81685,-74.96919,0.9,"02B3"
2017-06-20,"1:36:00 PM","Clearing","Moose",43.81688833,-74.96931,0.9,"02B3"
2017-06-20,"1:37:00 PM","Clearing","Moose",43.816905,-74.96932333,1,"02B3"
2017-06-20,"2:01:00 PM","Clearing","Moose",43.82105167,-74.96933,0.9,"02B3"
2017-06-20,"2:06:00 PM","Clearing","Moose",43.82123667,-74.96940667,1.1,"02B3"
2017-06-20,"3:26:00 PM","Clearing","Moose",43.821275,-74.96958333,0.9,"02B3"
2017-06-20,"3:26:00 PM","Clearing","Moose",43.82127833,-74.96958333,1,"02B3"
2017-06-20,"3:31:00 PM","Clearing","Moose",43.82124667,-74.96936167,1.6,"02B3"
2017-06-20,"3:36:00 PM","Clearing","Moose",43.821065,-74.96929167,1,"02B3"
2017-06-20,"3:41:00 PM","Clearing","Moose",43.82107167,-74.96935833,0.9,"02B3"
2017-06-20,"4:02:00 PM","Clearing","Moose",43.817525,-74.96602167,1.1,"02B3"
2017-06-20,"4:09:00 PM","Clearing","Moose",43.81739167,-74.96595167,1.1,"02B3"
2017-06-20,"9:30:00 AM","Clearing","Moose",43.79831,-74.94823167,1,"02B4"
2017-06-22,"6:47:00 AM","Clearing","Moose",44.50100833,-73.72779333,0.9,"15A2"
2017-06-22,"6:57:00 AM","Clearing","Moose",44.501285,-73.72825833,0.8,"15A2"
2017-06-22,"7:15:00 AM","Clearing","Moose",44.50263167,-73.72948333,1.1,"15A2"
2017-06-22,"7:28:00 AM","Clearing","Moose",44.503145,-73.72684167,1.1,"15A2"
2017-06-22,"8:10:00 AM","Clearing","Moose",44.50548167,-73.71847667,0.8,"15A2"
2017-06-22,"8:15:00 AM","Clearing","Moose",44.505535,-73.71824,0.8,"15A2"
2017-06-22,"8:18:00 AM","Clearing","Moose",44.52462833,-73.734305,0.9,"15A3"
2017-06-22,"8:24:00 AM","Clearing","Moose",44.52481667,-73.734145,1.1,"15A3"
2017-06-22,"8:37:00 AM","Clearing","Moose",44.52572667,-73.73308833,1,"15A3"
2017-06-22,"8:40:00 AM","Clearing","Moose",44.52581333,-73.73299,1.2,"15A3"
2017-06-22,"8:56:00 AM","Clearing","Moose",44.52722333,-73.73129,1.2,"15A3"
2017-06-22,"9:00:00 AM","Clearing","Moose",44.527475,-73.731,1,"15A3"
2017-06-22,"9:05:00 AM","Clearing","Moose",44.52759333,-73.73085167,1,"15A3"
2017-06-22,"9:07:00 AM","Clearing","Moose",44.52759167,-73.73076167,1,"15A3"
2017-06-22,"9:10:00 AM","Clearing","Moose",44.52757833,-73.73062167,1,"15A3"
2017-06-22,"9:20:00 AM","Clearing","Moose",44.527945,-73.73034667,0.9,"15A3"
2017-06-22,"9:21:00 AM","Clearing","Moose",44.52796667,-73.73032333,0.9,"15A3"
2017-06-22,"9:25:00 AM","Clearing","Moose",44.52808,-73.730205,0.9,"15A3"
2017-06-22,"9:28:00 AM","Clearing","Moose",44.52812,-73.73017,0.9,"15A3"
2017-06-22,"9:31:00 AM","Clearing","Moose",44.52815,-73.73015833,1.1,"15A3"
2017-06-22,"9:37:00 AM","Clearing","Moose",44.52836,-73.729905,1.1,"15A3"
2017-06-22,"9:41:00 AM","Clearing","Moose",44.52852667,-73.72964667,0.9,"15A3"
2017-06-22,"9:54:00 AM","Clearing","Moose",44.52956167,-73.72824167,0.9,"15A3"
2017-06-22,"10:32:00 AM","Clearing","Moose",44.52821167,-73.72457667,1.1,"15A3"
2017-06-22,"10:37:00 AM","Clearing","Moose",44.52794667,-73.72394167,1.1,"15A3"
2017-06-22,"10:40:00 AM","Clearing","Moose",44.52787333,-73.72391667,1.2,"15A3"
2017-06-22,"10:44:00 AM","Clearing","Moose",44.52768167,-73.72399333,1,"15A3"
2017-06-22,"10:48:00 AM","Clearing","Moose",44.52762167,-73.72400167,1.1,"15A3"
2017-06-22,"10:49:00 AM","Clearing","Moose",44.52761667,-73.72401,1,"15A3"
2017-06-22,"11:00:00 AM","Clearing","Moose",44.52752167,-73.72398333,1.1,"15A3"
2017-06-22,"11:02:00 AM","Clearing","Moose",44.52745167,-73.72388,1,"15A3"
2017-06-22,"11:13:00 AM","Clearing","Moose",44.52654333,-73.723355,1.1,"15A3"
2017-06-22,"1:34:00 PM","Clearing","Moose",44.52336,-73.73386833,1.4,"15A3"
2017-06-22,"1:39:00 PM","Clearing","Moose",44.523195,-73.73329,1.2,"15A3"
2017-06-22,"1:43:00 PM","Clearing","Moose",44.5231,-73.7328,1,"15A3"
2017-06-22,"1:44:00 PM","Clearing","Moose",44.52309333,-73.73277,1.1,"15A3"
2017-06-22,"1:44:00 PM","Clearing","Moose",44.52309667,-73.732785,1.1,"15A3"
2017-06-22,"1:47:00 PM","Clearing","Moose",44.52308667,-73.73273833,1.1,"15A3"
2017-06-22,"1:48:00 PM","Clearing","Moose",44.52311167,-73.732695,0.9,"15A3"
2017-06-22,"1:52:00 PM","Clearing","Moose",44.52321333,-73.731885,0.9,"15A3"
2017-06-22,"2:22:00 PM","Clearing","Moose",44.52298667,-73.72431667,1.1,"15A3"
2017-06-22,"2:25:00 PM","Clearing","Moose",44.52297333,-73.72423167,0.9,"15A3"
2017-06-22,"2:30:00 PM","Clearing","Moose",44.52304167,-73.72331,1,"15A3"
2017-06-22,"2:31:00 PM","Clearing","Moose",44.52303333,-73.723235,1.1,"15A3"
2017-06-22,"2:33:00 PM","Clearing","Moose",44.52297333,-73.723035,1.1,"15A3"
2017-06-22,"2:34:00 PM","Clearing","Moose",44.522965,-73.72309333,1.1,"15A3"
2017-06-22,"2:37:00 PM","Clearing","Moose",44.522935,-73.72316333,1.1,"15A3"
2017-06-22,"2:38:00 PM","Clearing","Moose",44.52294167,-73.72316333,1.1,"15A3"
2017-06-22,"2:39:00 PM","Clearing","Moose",44.52296,-73.72293667,1.4,"15A3"
2017-06-22,"2:41:00 PM","Clearing","Moose",44.52305,-73.72279667,1.4,"15A3"
2017-06-22,"2:42:00 PM","Clearing","Moose",44.52305667,-73.72279167,1.4,"15A3"
2017-06-22,"2:44:00 PM","Clearing","Moose",44.52301333,-73.72269333,1.3,"15A3"
2017-06-22,"2:46:00 PM","Clearing","Moose",44.52296833,-73.72274,1.7,"15A3"
2017-06-22,"2:47:00 PM","Clearing","Moose",44.522975,-73.722815,1.3,"15A3"
2017-06-22,"2:51:00 PM","Clearing","Moose",44.523165,-73.72268333,1.1,"15A3"
2017-06-22,"3:17:00 PM","Clearing","Moose",44.52308,-73.73237,0.8,"15A3"
2017-06-22,"7:54:00 AM","Clearing","Moose",44.51306833,-73.74717167,0.9,"15A4"
2017-06-22,"7:56:00 AM","Clearing","Moose",44.51327833,-73.747075,0.9,"15A4"
2017-06-24,"9:59:00 AM","Clearing","Moose",44.27826333,-74.863765,1.1,"03A4"
2017-06-25,"6:22:00 AM","Clearing","Moose",44.058805,-74.74127,0.9,"06C1"
2017-06-25,"6:27:00 AM","Clearing","Moose",44.05939167,-74.74129667,0.9,"06C1"
2017-06-25,"6:31:00 AM","Clearing","Moose",44.059515,-74.74138,1,"06C1"
2017-06-25,"6:40:00 AM","Clearing","Moose",44.06000167,-74.74132333,0.9,"06C1"
2017-06-25,"6:47:00 AM","Clearing","Moose",44.06058667,-74.74167667,1,"06C1"
2017-06-25,"7:40:00 AM","Clearing","Moose",44.06106833,-74.75126167,0.9,"06C1"
2017-06-25,"7:46:00 AM","Clearing","Moose",44.06040833,-74.75216667,0.9,"06C1"
2017-06-25,"7:48:00 AM","Clearing","Moose",44.06033667,-74.75209833,0.9,"06C1"
2017-06-25,"7:49:00 AM","Clearing","Moose",44.06032667,-74.75209333,0.8,"06C1"
2017-06-25,"7:53:00 AM","Clearing","Moose",44.060135,-74.75262667,0.9,"06C1"
2017-06-25,"10:08:00 AM","Clearing","Moose",44.071105,-74.71171833,1.1,"06C2"
2017-06-25,"10:12:00 AM","Clearing","Moose",44.07091167,-74.71198333,1.2,"06C2"
2017-06-25,"10:20:00 AM","Clearing","Moose",44.06985667,-74.713405,1.2,"06C2"
2017-06-25,"10:46:00 AM","Clearing","Moose",44.06611667,-74.71964,0.8,"06C2"
2017-06-25,"7:47:00 AM","Clearing","Moose",44.045905,-74.720685,1.2,"06C3"
2017-06-25,"7:53:00 AM","Clearing","Moose",44.04590167,-74.72066333,1.1,"06C3"
2017-06-25,"9:24:00 AM","Clearing","Moose",44.046565,-74.71956,0.9,"06C3"
2017-06-25,"9:43:00 AM","Clearing","Moose",44.04591333,-74.720645,1.1,"06C3"
2017-06-25,"9:52:00 AM","Clearing","Moose",44.04569667,-74.72054167,1.1,"06C3"
2017-06-25,"9:58:00 AM","Clearing","Moose",44.04540333,-74.720945,1.7,"06C3"
2017-06-25,"10:02:00 AM","Clearing","Moose",44.04536833,-74.72095,1.2,"06C3"
2017-06-25,"10:04:00 AM","Clearing","Moose",44.04541167,-74.720915,1.2,"06C3"
2017-06-25,"10:09:00 AM","Clearing","Moose",44.04542,-74.72134667,1.1,"06C3"
2017-06-25,"10:23:00 AM","Clearing","Moose",44.04447333,-74.72297667,1.3,"06C3"
2017-06-25,"10:27:00 AM","Clearing","Moose",44.044155,-74.72339333,0.8,"06C3"
2017-06-25,"10:32:00 AM","Clearing","Moose",44.04392,-74.72377333,1.2,"06C3"
2017-06-25,"10:32:00 AM","Clearing","Moose",44.04392333,-74.72376167,1.1,"06C3"
2017-06-25,"10:34:00 AM","Clearing","Moose",44.04392167,-74.72378833,1.3,"06C3"
2017-06-25,"10:35:00 AM","Clearing","Moose",44.04390667,-74.72378,1.2,"06C3"
2017-06-25,"10:37:00 AM","Clearing","Moose",44.04393167,-74.72379,1.3,"06C3"
2017-06-25,"10:40:00 AM","Clearing","Moose",44.04373,-74.724045,0.9,"06C3"
2017-06-25,"10:44:00 AM","Clearing","Moose",44.04357167,-74.724415,1.3,"06C3"
2017-06-25,"10:46:00 AM","Clearing","Moose",44.04343667,-74.7245,1,"06C3"
2017-06-25,"10:48:00 AM","Clearing","Moose",44.04342167,-74.72450167,1.5,"06C3"
2017-06-25,"11:04:00 AM","Clearing","Moose",44.04258333,-74.725925,0.9,"06C3"
2017-06-25,"11:05:00 AM","Clearing","Moose",44.04256,-74.72592,0.9,"06C3"
2017-06-25,"11:08:00 AM","Clearing","Moose",44.04245333,-74.72605833,0.9,"06C3"
2017-06-25,"12:02:00 PM","Clearing","Moose",44.048735,-74.72948,0.9,"06C3"
2017-06-25,"12:05:00 PM","Clearing","Moose",44.049105,-74.72959667,0.9,"06C3"
2017-06-25,"12:08:00 PM","Clearing","Moose",44.04934667,-74.7298,0.9,"06C3"
2017-06-25,"12:10:00 PM","Clearing","Moose",44.04941333,-74.72994667,0.9,"06C3"
2017-06-25,"12:11:00 PM","Clearing","Moose",44.049425,-74.72998,0.9,"06C3"
2017-06-25,"12:13:00 PM","Clearing","Moose",44.049545,-74.73001333,1,"06C3"
2017-06-25,"12:15:00 PM","Clearing","Moose",44.04942,-74.73015833,0.9,"06C3"
2017-06-25,"12:15:00 PM","Clearing","Moose",44.04943,-74.73013333,1.1,"06C3"
2017-06-25,"12:17:00 PM","Clearing","Moose",44.04939167,-74.73020667,0.9,"06C3"
2017-06-25,"12:21:00 PM","Clearing","Moose",44.05013,-74.72999833,0.9,"06C3"
2017-06-25,"8:29:00 AM","Clearing","Moose",44.05020333,-74.72473333,0.9,"06C3"
2017-06-27,"7:08:00 AM","Clearing","Moose",43.94125667,-74.01565333,0.9,"10B3"
2017-06-27,"7:16:00 AM","Clearing","Moose",43.93984667,-74.01561333,0.9,"10B3"
2017-06-27,"7:18:00 AM","Clearing","Moose",43.939845,-74.01564333,0.9,"10B3"
2017-06-27,"7:32:00 AM","Clearing","Moose",43.93703333,-74.015945,0.9,"10B3"
2017-06-27,"7:35:00 AM","Clearing","Moose",43.93701,-74.01596833,0.9,"10B3"
2017-06-27,"7:42:00 AM","Clearing","Moose",43.93573333,-74.01579833,1,"10B3"
2017-06-27,"7:46:00 AM","Clearing","Moose",43.93569167,-74.01593,1,"10B3"
2017-06-27,"7:55:00 AM","Clearing","Moose",43.93591167,-74.01721333,0.8,"10B3"
2017-06-27,"7:56:00 AM","Clearing","Moose",43.935875,-74.01729833,0.8,"10B3"
2017-06-27,"8:00:00 AM","Clearing","Moose",43.93603667,-74.01727667,0.8,"10B3"
2017-06-27,"8:05:00 AM","Clearing","Moose",43.936005,-74.01735167,0.8,"10B3"
2017-06-27,"8:08:00 AM","Clearing","Moose",43.93590333,-74.01739333,1.1,"10B3"
2017-06-27,"8:11:00 AM","Clearing","Moose",43.93599333,-74.01735833,0.8,"10B3"
2017-06-27,"8:15:00 AM","Clearing","Moose",43.93601,-74.017395,0.9,"10B3"
2017-06-27,"8:18:00 AM","Clearing","Moose",43.93595667,-74.017485,0.9,"10B3"
2017-06-27,"8:22:00 AM","Clearing","Moose",43.936015,-74.01753833,0.8,"10B3"
2017-06-27,"8:25:00 AM","Clearing","Moose",43.93595833,-74.01758333,0.9,"10B3"
2017-06-27,"8:28:00 AM","Clearing","Moose",43.93604,-74.01766,0.9,"10B3"
